Version               : 0.3                  
System                : Sunbeam              
Analysis Type         : Area                 
Current time          : 19-Feb-2021 19:22:52 



Motion      : 1 
  Name      : Azimuth 
  Method    : Step    
  Minimum   : -180 
  Maximum   : 180 
  Step      : 5 
Motion      : 2 
  Name      : Elevation 
  Method    : Step    
  Minimum   : -90 
  Maximum   : 90  
  Step      : 5 
: END 

Record count :  2701 
Azimuth    Elevation Force(X)           Force(Y)           Force(Z)           
   degrees degrees                m^2                m^2                m^2 
---------- ------- ------------------ ------------------ ------------------ 
     -5.00   70.00 -765.70388920309540 277.63291131388729  24.28973236166338 
     -5.00   75.00 -809.05263431881917 215.96006762581908  18.89405769155108 
     -5.00   80.00 -840.99252959414639 147.72538656400749  12.92429663933551 
     -5.00   85.00 -860.55309747350316  75.00214438410104   6.56183737374339 
     -5.00   90.00 -867.14000000000010   0.00000000000000   0.00000000000000 
      0.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
      0.00  -85.00 -491.10098232781070 -42.96576860012858   0.00000000000000 
      0.00  -80.00 -479.93814516105726 -84.62604406307021   0.00000000000000 
      0.00  -75.00 -461.71066565838368 -123.71499999999999   0.00000000000000 
      0.00  -70.00 -436.97237656092881 -159.04493826474044   0.00000000000000 
      0.00  -65.00 -406.47493826474039 -189.54237656092874   0.00000000000000 
      0.00  -60.00 -371.14499999999998 -214.28066565838364   0.00000000000000 
      0.00  -55.00 -332.05604406307026 -232.50814516105731   0.00000000000000 
      0.00  -50.00 -290.39576860012858 -243.67098232781063   0.00000000000000 
      0.00  -45.00 -247.43000000000006 -247.43000000000006   0.00000000000000 
      0.00  -40.00 -204.46423139987138 -243.67098232781061   0.00000000000000 
      0.00  -35.00 -162.80395593692975 -232.50814516105729   0.00000000000000 
      0.00  -30.00 -123.71500000000000 -214.28066565838364   0.00000000000000 
      0.00  -25.00 -88.38506173525958 -189.54237656092874   0.00000000000000 
      0.00  -20.00 -57.88762343907126 -159.04493826474044   0.00000000000000 
      0.00  -15.00 -33.14933434161634 -123.71499999999999   0.00000000000000 
      0.00  -10.00 -14.92185483894268 -84.62604406307020   0.00000000000000 
      0.00   -5.00  -3.75901767218936 -42.96576860012858   0.00000000000000 
      0.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
      0.00    5.00  -6.58690252649695  75.28864039105099  -0.00000000000000 
      0.00   10.00 -26.14747040585370 148.28967354171019  -0.00000000000000 
      0.00   15.00 -58.08736568118093 216.78500000000003  -0.00000000000000 
      0.00   20.00 -101.43611079690470 278.69342393179289  -0.00000000000000 
      0.00   25.00 -154.87657606820716 332.13388920309529  -0.00000000000000 
      0.00   30.00 -216.78500000000003 375.48263431881907  -0.00000000000000 
      0.00   35.00 -285.28032645828978 407.42252959414634  -0.00000000000000 
      0.00   40.00 -358.28135960894895 426.98309747350299  -0.00000000000000 
      0.00   45.00 -433.57000000000016 433.57000000000016  -0.00000000000000 
      0.00   50.00 -508.85864039105104 426.98309747350305  -0.00000000000000 
      0.00   55.00 -581.85967354171032 407.42252959414634  -0.00000000000000 
      0.00   60.00 -650.35500000000002 375.48263431881907  -0.00000000000000 
      0.00   65.00 -712.26342393179289 332.13388920309535  -0.00000000000000 
      0.00   70.00 -765.70388920309540 278.69342393179289  -0.00000000000000 
      0.00   75.00 -809.05263431881917 216.78500000000003  -0.00000000000000 
      0.00   80.00 -840.99252959414639 148.28967354171019  -0.00000000000000 
      0.00   85.00 -860.55309747350316  75.28864039105099  -0.00000000000000 
      0.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
      5.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
      5.00  -85.00 -491.10098232781070 -42.80227087888489   3.74471347506821 
      5.00  -80.00 -479.93814516105726 -84.30401641610898   7.37564572611293 
      5.00  -75.00 -461.71066565838368 -123.24422707442029  10.78247271402653 
      5.00  -70.00 -436.97237656092881 -158.43972425766341  13.86167972471889 
      5.00  -65.00 -406.47493826474039 -188.82111059370635  16.51970661132406 
      5.00  -60.00 -371.14499999999998 -213.46526303245176  18.67579057191903 
      5.00  -55.00 -332.05604406307026 -231.62338147259123  20.26442008639227 
      5.00  -50.00 -290.39576860012858 -242.74374067377238  21.23732545083182 
      5.00  -45.00 -247.43000000000006 -246.48845414884067  21.56494542805306 
      5.00  -40.00 -204.46423139987138 -242.74374067377235  21.23732545083182 
      5.00  -35.00 -162.80395593692975 -231.62338147259121  20.26442008639227 
      5.00  -30.00 -123.71500000000000 -213.46526303245176  18.67579057191903 
      5.00  -25.00 -88.38506173525958 -188.82111059370635  16.51970661132406 
      5.00  -20.00 -57.88762343907126 -158.43972425766341  13.86167972471889 
      5.00  -15.00 -33.14933434161634 -123.24422707442029  10.78247271402653 
      5.00  -10.00 -14.92185483894268 -84.30401641610896   7.37564572611293 
      5.00   -5.00  -3.75901767218936 -42.80227087888489   3.74471347506821 
      5.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
      5.00    5.00  -6.58690252649695  75.00214438410104  -6.56183737374339 
      5.00   10.00 -26.14747040585370 147.72538656400749 -12.92429663933551 
      5.00   15.00 -58.08736568118093 215.96006762581908 -18.89405769155108 
      5.00   20.00 -101.43611079690470 277.63291131388729 -24.28973236166338 
      5.00   25.00 -154.87657606820716 330.87001948071480 -28.94737580516417 
      5.00   30.00 -216.78500000000003 374.05380953392927 -32.72546788290400 
      5.00   35.00 -285.28032645828978 405.87216386481589 -35.50921317890757 
      5.00   40.00 -358.28135960894895 425.35829787789470 -37.21402900099888 
      5.00   45.00 -433.57000000000016 431.92013525163827 -37.78811538310217 
      5.00   50.00 -508.85864039105104 425.35829787789476 -37.21402900099888 
      5.00   55.00 -581.85967354171032 405.87216386481589 -35.50921317890757 
      5.00   60.00 -650.35500000000002 374.05380953392927 -32.72546788290400 
      5.00   65.00 -712.26342393179289 330.87001948071486 -28.94737580516418 
      5.00   70.00 -765.70388920309540 277.63291131388729 -24.28973236166338 
      5.00   75.00 -809.05263431881917 215.96006762581908 -18.89405769155108 
      5.00   80.00 -840.99252959414639 147.72538656400749 -12.92429663933551 
      5.00   85.00 -860.55309747350316  75.00214438410104  -6.56183737374339 
      5.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     10.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     10.00  -85.00 -491.10098232781070 -42.31302203153511   7.46092741947134 
     10.00  -80.00 -479.93814516105726 -83.34038430006429  14.69515833471349 
     10.00  -75.00 -461.71066565838368 -121.83549116390530  21.48288430006428 
     10.00  -70.00 -436.97237656092881 -156.62868828046436  27.61786369682162 
     10.00  -65.00 -406.47493826474039 -186.66280196156205  32.91368828046436 
     10.00  -60.00 -371.14499999999998 -211.02526086099300  37.20944710083510 
     10.00  -55.00 -332.05604406307026 -228.97582399309715  40.37461569993571 
     10.00  -50.00 -290.39576860012858 -239.96907258052863  42.31302203153511 
     10.00  -45.00 -247.43000000000006 -243.67098232781069  42.96576860012858 
     10.00  -40.00 -204.46423139987138 -239.96907258052860  42.31302203153510 
     10.00  -35.00 -162.80395593692975 -228.97582399309712  40.37461569993570 
     10.00  -30.00 -123.71500000000000 -211.02526086099300  37.20944710083510 
     10.00  -25.00 -88.38506173525958 -186.66280196156205  32.91368828046436 
     10.00  -20.00 -57.88762343907126 -156.62868828046436  27.61786369682162 
     10.00  -15.00 -33.14933434161634 -121.83549116390530  21.48288430006428 
     10.00  -10.00 -14.92185483894268 -83.34038430006427  14.69515833471349 
     10.00   -5.00  -3.75901767218936 -42.31302203153511   7.46092741947134 
     10.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     10.00    5.00  -6.58690252649695  74.14483677085509 -13.07373520292685 
     10.00   10.00 -26.14747040585370 146.03682019552548 -25.75023157734199 
     10.00   15.00 -58.08736568118093 213.49154873675155 -37.64432019552549 
     10.00   20.00 -101.43611079690470 274.45944460154766 -48.39460519351311 
     10.00   25.00 -154.87657606820716 327.08802912530592 -57.67444460154765 
     10.00   30.00 -216.78500000000003 369.77820939862079 -65.20187519504132 
     10.00   35.00 -285.28032645828978 401.23286589616106 -70.74817980447450 
     10.00   40.00 -358.28135960894895 420.49626479707308 -74.14483677085508 
     10.00   45.00 -433.57000000000016 426.98309747350316 -75.28864039105102 
     10.00   50.00 -508.85864039105104 420.49626479707314 -74.14483677085509 
     10.00   55.00 -581.85967354171032 401.23286589616106 -70.74817980447450 
     10.00   60.00 -650.35500000000002 369.77820939862079 -65.20187519504132 
     10.00   65.00 -712.26342393179289 327.08802912530598 -57.67444460154766 
     10.00   70.00 -765.70388920309540 274.45944460154766 -48.39460519351311 
     10.00   75.00 -809.05263431881917 213.49154873675155 -37.64432019552549 
     10.00   80.00 -840.99252959414639 146.03682019552548 -25.75023157734199 
     10.00   85.00 -860.55309747350316  74.14483677085509 -13.07373520292685 
     10.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     15.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     15.00  -85.00 -491.10098232781070 -41.50174553722410  11.12035920118115 
     15.00  -80.00 -479.93814516105726 -81.74248153719620  21.90283191520768 
     15.00  -75.00 -461.71066565838368 -119.49951359935207  32.01979816485835 
     15.00  -70.00 -436.97237656092881 -153.62561341046327  41.16385905006948 
     15.00  -65.00 -406.47493826474039 -183.08387669640882  49.05717690796199 
     15.00  -60.00 -371.14499999999998 -206.97922903384580  55.45991726963536 
     15.00  -55.00 -332.05604406307026 -224.58562223363293  60.17753610914313 
     15.00  -50.00 -290.39576860012858 -235.36809494765944  63.06669096527715 
     15.00  -45.00 -247.43000000000006 -238.99902719870423  64.03959632971673 
     15.00  -40.00 -204.46423139987138 -235.36809494765942  63.06669096527715 
     15.00  -35.00 -162.80395593692975 -224.58562223363290  60.17753610914313 
     15.00  -30.00 -123.71500000000000 -206.97922903384580  55.45991726963536 
     15.00  -25.00 -88.38506173525958 -183.08387669640882  49.05717690796199 
     15.00  -20.00 -57.88762343907126 -153.62561341046327  41.16385905006948 
     15.00  -15.00 -33.14933434161634 -119.49951359935207  32.01979816485835 
     15.00  -10.00 -14.92185483894268 -81.74248153719618  21.90283191520767 
     15.00   -5.00  -3.75901767218936 -41.50174553722410  11.12035920118115 
     15.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     15.00    5.00  -6.58690252649695  72.72324217990645 -19.48613401307889 
     15.00   10.00 -26.14747040585370 143.23682544591261 -38.38019170462996 
     15.00   15.00 -58.08736568118093 209.39823025207571 -56.10808669254997 
     15.00   20.00 -101.43611079690470 269.19717579264665 -72.13116585837864 
     15.00   25.00 -154.87657606820716 320.81670136710170 -85.96257604973155 
     15.00   30.00 -216.78500000000003 362.68837381160137 -97.18205686697573 
     15.00   35.00 -285.28032645828978 393.53994354700819 -105.44871006281045 
     15.00   40.00 -358.28135960894895 412.43400123855918 -110.51135756300859 
     15.00   45.00 -433.57000000000016 418.79646050415153 -112.21617338509996 
     15.00   50.00 -508.85864039105104 412.43400123855923 -110.51135756300860 
     15.00   55.00 -581.85967354171032 393.53994354700819 -105.44871006281045 
     15.00   60.00 -650.35500000000002 362.68837381160137 -97.18205686697573 
     15.00   65.00 -712.26342393179289 320.81670136710176 -85.96257604973157 
     15.00   70.00 -765.70388920309540 269.19717579264665 -72.13116585837864 
     15.00   75.00 -809.05263431881917 209.39823025207571 -56.10808669254997 
     15.00   80.00 -840.99252959414639 143.23682544591261 -38.38019170462996 
     15.00   85.00 -860.55309747350316  72.72324217990645 -19.48613401307889 
     15.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     20.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     20.00  -85.00 -491.10098232781070 -40.37461569993572  14.69515833471349 
     20.00  -80.00 -479.93814516105726 -79.52246913237022  28.94381171953563 
     20.00  -75.00 -461.71066565838368 -116.25407258052866  42.31302203153510 
     20.00  -70.00 -436.97237656092881 -149.45335486072696  54.39657258052866 
     20.00  -65.00 -406.47493826474039 -178.11157258052867  64.82731079765672 
     20.00  -60.00 -371.14499999999998 -201.35796029627554  73.28830398040007 
     20.00  -55.00 -332.05604406307026 -218.48618828046438  79.52246913237020 
     20.00  -50.00 -290.39576860012858 -228.97582399309715  83.34038430006429 
     20.00  -45.00 -247.43000000000006 -232.50814516105737  84.62604406307022 
     20.00  -40.00 -204.46423139987138 -228.97582399309712  83.34038430006427 
     20.00  -35.00 -162.80395593692975 -218.48618828046435  79.52246913237020 
     20.00  -30.00 -123.71500000000000 -201.35796029627554  73.28830398040007 
     20.00  -25.00 -88.38506173525958 -178.11157258052867  64.82731079765672 
     20.00  -20.00 -57.88762343907126 -149.45335486072696  54.39657258052866 
     20.00  -15.00 -33.14933434161634 -116.25407258052866  42.31302203153510 
     20.00  -10.00 -14.92185483894268 -79.52246913237020  28.94381171953562 
     20.00   -5.00  -3.75901767218936 -40.37461569993572  14.69515833471349 
     20.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     20.00    5.00  -6.58690252649695  70.74817980447450 -25.75023157734199 
     20.00   10.00 -26.14747040585370 139.34671196589642 -50.71805539845234 
     20.00   15.00 -58.08736568118093 203.71126479707317 -74.14483677085511 
     20.00   20.00 -101.43611079690470 261.88615393026470 -95.31876479707316 
     20.00   25.00 -154.87657606820716 312.10376479707315 -113.59648038855443 
     20.00   30.00 -216.78500000000003 352.83826070264797 -128.42262440602215 
     20.00   35.00 -285.28032645828978 382.85194460154770 -139.34671196589645 
     20.00   40.00 -358.28135960894895 401.23286589616100 -146.03682019552548 
     20.00   45.00 -433.57000000000016 407.42252959414645 -148.28967354171024 
     20.00   50.00 -508.85864039105104 401.23286589616106 -146.03682019552548 
     20.00   55.00 -581.85967354171032 382.85194460154770 -139.34671196589645 
     20.00   60.00 -650.35500000000002 352.83826070264797 -128.42262440602215 
     20.00   65.00 -712.26342393179289 312.10376479707321 -113.59648038855444 
     20.00   70.00 -765.70388920309540 261.88615393026470 -95.31876479707316 
     20.00   75.00 -809.05263431881917 203.71126479707317 -74.14483677085511 
     20.00   80.00 -840.99252959414639 139.34671196589642 -50.71805539845234 
     20.00   85.00 -860.55309747350316  70.74817980447450 -25.75023157734199 
     20.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     25.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     25.00  -85.00 -491.10098232781070 -38.94021065831131  18.15811844013946 
     25.00  -80.00 -479.93814516105726 -76.69724272046719  35.76451163992657 
     25.00  -75.00 -461.71066565838368 -112.12386787323913  52.28421825125063 
     25.00  -70.00 -436.97237656092881 -144.14366603809751  67.21529534810146 
     25.00  -65.00 -406.47493826474039 -171.78373185060272  80.10406970838081 
     25.00  -60.00 -371.14499999999998 -194.20423589758994  90.55892244518608 
     25.00  -55.00 -332.05604406307026 -210.72394250891404  98.26218814852027 
     25.00  -50.00 -290.39576860012858 -220.84090875856469 102.97980698802802 
     25.00  -45.00 -247.43000000000006 -224.24773574647836 104.56843650250129 
     25.00  -40.00 -204.46423139987138 -220.84090875856467 102.97980698802802 
     25.00  -35.00 -162.80395593692975 -210.72394250891401  98.26218814852025 
     25.00  -30.00 -123.71500000000000 -194.20423589758994  90.55892244518608 
     25.00  -25.00 -88.38506173525958 -171.78373185060272  80.10406970838081 
     25.00  -20.00 -57.88762343907126 -144.14366603809751  67.21529534810146 
     25.00  -15.00 -33.14933434161634 -112.12386787323913  52.28421825125063 
     25.00  -10.00 -14.92185483894268 -76.69724272046717  35.76451163992657 
     25.00   -5.00  -3.75901767218936 -38.94021065831131  18.15811844013946 
     25.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     25.00    5.00  -6.58690252649695  68.23468106181156 -31.81835433088658 
     25.00   10.00 -26.14747040585370 134.39608586797462 -62.66992406629335 
     25.00   15.00 -58.08736568118093 196.47393361274018 -91.61729987145753 
     25.00   20.00 -101.43611079690470 252.58202030529014 -117.78093038061816 
     25.00   25.00 -154.87657606820716 301.01553012353315 -140.36584692019019 
     25.00   30.00 -216.78500000000003 340.30283538018057 -158.68581822963802 
     25.00   35.00 -285.28032645828978 369.25021118534477 -172.18420125107681 
     25.00   40.00 -358.28135960894895 386.97810617326468 -180.45085444691148 
     25.00   45.00 -433.57000000000016 392.94786722548048 -183.23459974291512 
     25.00   50.00 -508.85864039105104 386.97810617326473 -180.45085444691151 
     25.00   55.00 -581.85967354171032 369.25021118534477 -172.18420125107681 
     25.00   60.00 -650.35500000000002 340.30283538018057 -158.68581822963802 
     25.00   65.00 -712.26342393179289 301.01553012353321 -140.36584692019022 
     25.00   70.00 -765.70388920309540 252.58202030529014 -117.78093038061816 
     25.00   75.00 -809.05263431881917 196.47393361274018 -91.61729987145753 
     25.00   80.00 -840.99252959414639 134.39608586797462 -62.66992406629335 
     25.00   85.00 -860.55309747350316  68.23468106181156 -31.81835433088658 
     25.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     30.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     30.00  -85.00 -491.10098232781070 -37.20944710083511  21.48288430006429 
     30.00  -80.00 -479.93814516105726 -73.28830398040007  42.31302203153511 
     30.00  -75.00 -461.71066565838368 -107.14033282919181  61.85749999999999 
     30.00  -70.00 -436.97237656092881 -137.73695688059294  79.52246913237022 
     30.00  -65.00 -406.47493826474039 -164.14851319544042  94.77118828046437 
     30.00  -60.00 -371.14499999999998 -185.57249999999999 107.14033282919182 
     30.00  -55.00 -332.05604406307026 -201.35796029627554 116.25407258052866 
     30.00  -50.00 -290.39576860012858 -211.02526086099300 121.83549116390532 
     30.00  -45.00 -247.43000000000006 -214.28066565838370 123.71500000000003 
     30.00  -40.00 -204.46423139987138 -211.02526086099297 121.83549116390530 
     30.00  -35.00 -162.80395593692975 -201.35796029627551 116.25407258052864 
     30.00  -30.00 -123.71500000000000 -185.57249999999999 107.14033282919182 
     30.00  -25.00 -88.38506173525958 -164.14851319544042  94.77118828046437 
     30.00  -20.00 -57.88762343907126 -137.73695688059294  79.52246913237022 
     30.00  -15.00 -33.14933434161634 -107.14033282919181  61.85749999999999 
     30.00  -10.00 -14.92185483894268 -73.28830398040006  42.31302203153510 
     30.00   -5.00  -3.75901767218936 -37.20944710083511  21.48288430006429 
     30.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     30.00    5.00  -6.58690252649695  65.20187519504132 -37.64432019552549 
     30.00   10.00 -26.14747040585370 128.42262440602215 -74.14483677085509 
     30.00   15.00 -58.08736568118093 187.74131715940953 -108.39250000000001 
     30.00   20.00 -101.43611079690470 241.35558499259866 -139.34671196589645 
     30.00   25.00 -154.87657606820716 287.63638550760658 -166.06694460154765 
     30.00   30.00 -216.78500000000003 325.17750000000001 -187.74131715940953 
     30.00   35.00 -285.28032645828978 352.83826070264797 -203.71126479707317 
     30.00   40.00 -358.28135960894895 369.77820939862073 -213.49154873675150 
     30.00   45.00 -433.57000000000016 375.48263431881918 -216.78500000000008 
     30.00   50.00 -508.85864039105104 369.77820939862079 -213.49154873675153 
     30.00   55.00 -581.85967354171032 352.83826070264797 -203.71126479707317 
     30.00   60.00 -650.35500000000002 325.17750000000001 -187.74131715940953 
     30.00   65.00 -712.26342393179289 287.63638550760663 -166.06694460154768 
     30.00   70.00 -765.70388920309540 241.35558499259866 -139.34671196589645 
     30.00   75.00 -809.05263431881917 187.74131715940953 -108.39250000000001 
     30.00   80.00 -840.99252959414639 128.42262440602215 -74.14483677085509 
     30.00   85.00 -860.55309747350316  65.20187519504132 -37.64432019552549 
     30.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     35.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     35.00  -85.00 -491.10098232781070 -35.19549718324310  24.64415243874542 
     35.00  -80.00 -479.93814516105726 -69.32159699435427  48.53950477618241 
     35.00  -75.00 -461.71066565838368 -101.34139515921261  70.96000882316966 
     35.00  -70.00 -436.97237656092881 -130.28198631337864  91.22442890956194 
     35.00  -65.00 -406.47493826474039 -155.26402523927865 108.71704088532555 
     35.00  -60.00 -371.14499999999998 -175.52844532567093 122.90634058726566 
     35.00  -55.00 -332.05604406307026 -190.45952242252176 133.36119332407097 
     35.00  -50.00 -290.39576860012858 -199.60358330773286 139.76393368574435 
     35.00  -45.00 -247.43000000000006 -202.68279031842530 141.92001764633935 
     35.00  -40.00 -204.46423139987138 -199.60358330773286 139.76393368574432 
     35.00  -35.00 -162.80395593692975 -190.45952242252173 133.36119332407094 
     35.00  -30.00 -123.71500000000000 -175.52844532567093 122.90634058726566 
     35.00  -25.00 -88.38506173525958 -155.26402523927865 108.71704088532555 
     35.00  -20.00 -57.88762343907126 -130.28198631337864  91.22442890956194 
     35.00  -15.00 -33.14933434161634 -101.34139515921261  70.96000882316966 
     35.00  -10.00 -14.92185483894268 -69.32159699435425  48.53950477618240 
     35.00   -5.00  -3.75901767218936 -35.19549718324310  24.64415243874542 
     35.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     35.00    5.00  -6.58690252649695  61.67284368806818 -43.18379005321445 
     35.00   10.00 -26.14747040585370 121.47178922863912 -85.05546249771413 
     35.00   15.00 -58.08736568118093 177.57987592118911 -124.34276775436153 
     35.00   20.00 -101.43611079690470 228.29228794362677 -159.85198093326909 
     35.00   25.00 -154.87657606820716 272.06815431836901 -190.50417256052458 
     35.00   30.00 -216.78500000000003 307.57736749727661 -215.36799130429122 
     35.00   35.00 -285.28032645828978 333.74099800643722 -233.68796261373905 
     35.00   40.00 -358.28135960894895 349.76407717226584 -244.90744343098319 
     35.00   45.00 -433.57000000000016 355.15975184237828 -248.68553550872312 
     35.00   50.00 -508.85864039105104 349.76407717226590 -244.90744343098322 
     35.00   55.00 -581.85967354171032 333.74099800643722 -233.68796261373905 
     35.00   60.00 -650.35500000000002 307.57736749727661 -215.36799130429122 
     35.00   65.00 -712.26342393179289 272.06815431836907 -190.50417256052461 
     35.00   70.00 -765.70388920309540 228.29228794362677 -159.85198093326909 
     35.00   75.00 -809.05263431881917 177.57987592118911 -124.34276775436153 
     35.00   80.00 -840.99252959414639 121.47178922863912 -85.05546249771413 
     35.00   85.00 -860.55309747350316  61.67284368806818 -43.18379005321445 
     35.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     40.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     40.00  -85.00 -491.10098232781070 -32.91368828046437  27.61786369682161 
     40.00  -80.00 -479.93814516105726 -64.82731079765672  54.39657258052865 
     40.00  -75.00 -461.71066565838368 -94.77118828046436  79.52246913237019 
     40.00  -70.00 -436.97237656092881 -121.83549116390533 102.23211569993570 
     40.00  -65.00 -406.47493826474039 -145.19788430006429 121.83549116390532 
     40.00  -60.00 -371.14499999999998 -164.14851319544042 137.73695688059291 
     40.00  -55.00 -332.05604406307026 -178.11157258052864 149.45335486072693 
     40.00  -50.00 -290.39576860012858 -186.66280196156202 156.62868828046436 
     40.00  -45.00 -247.43000000000006 -189.54237656092877 159.04493826474044 
     40.00  -40.00 -204.46423139987138 -186.66280196156200 156.62868828046433 
     40.00  -35.00 -162.80395593692975 -178.11157258052864 149.45335486072690 
     40.00  -30.00 -123.71500000000000 -164.14851319544042 137.73695688059291 
     40.00  -25.00 -88.38506173525958 -145.19788430006429 121.83549116390532 
     40.00  -20.00 -57.88762343907126 -121.83549116390533 102.23211569993570 
     40.00  -15.00 -33.14933434161634 -94.77118828046436  79.52246913237019 
     40.00  -10.00 -14.92185483894268 -64.82731079765671  54.39657258052864 
     40.00   -5.00  -3.75901767218936 -32.91368828046437  27.61786369682161 
     40.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     40.00    5.00  -6.58690252649695  57.67444460154765 -48.39460519351310 
     40.00   10.00 -26.14747040585370 113.59648038855443 -95.31876479707313 
     40.00   15.00 -58.08736568118093 166.06694460154768 -139.34671196589642 
     40.00   20.00 -101.43611079690470 213.49154873675155 -179.14067980447450 
     40.00   25.00 -154.87657606820716 254.42932019552549 -213.49154873675150 
     40.00   30.00 -216.78500000000003 287.63638550760663 -241.35558499259861 
     40.00   35.00 -285.28032645828978 312.10376479707315 -261.88615393026464 
     40.00   40.00 -358.28135960894895 327.08802912530592 -274.45944460154760 
     40.00   45.00 -433.57000000000016 332.13388920309541 -278.69342393179295 
     40.00   50.00 -508.85864039105104 327.08802912530598 -274.45944460154760 
     40.00   55.00 -581.85967354171032 312.10376479707315 -261.88615393026464 
     40.00   60.00 -650.35500000000002 287.63638550760663 -241.35558499259861 
     40.00   65.00 -712.26342393179289 254.42932019552552 -213.49154873675153 
     40.00   70.00 -765.70388920309540 213.49154873675155 -179.14067980447450 
     40.00   75.00 -809.05263431881917 166.06694460154768 -139.34671196589642 
     40.00   80.00 -840.99252959414639 113.59648038855443 -95.31876479707313 
     40.00   85.00 -860.55309747350316  57.67444460154765 -48.39460519351310 
     40.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     45.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
     45.00  -85.00 -491.10098232781070 -30.38138633604295  30.38138633604295 
     45.00  -80.00 -479.93814516105726 -59.83964962198852  59.83964962198852 
     45.00  -75.00 -461.71066565838368 -87.47971543449373  87.47971543449373 
     45.00  -70.00 -436.97237656092881 -112.46175436039378 112.46175436039378 
     45.00  -65.00 -406.47493826474039 -134.02669978844685 134.02669978844685 
     45.00  -60.00 -371.14499999999998 -151.51931176421044 151.51931176421044 
     45.00  -55.00 -332.05604406307026 -164.40808612448978 164.40808612448978 
     45.00  -50.00 -290.39576860012858 -172.30140398238228 172.30140398238228 
     45.00  -45.00 -247.43000000000006 -174.95943086898751 174.95943086898751 
     45.00  -40.00 -204.46423139987138 -172.30140398238228 172.30140398238228 
     45.00  -35.00 -162.80395593692975 -164.40808612448978 164.40808612448978 
     45.00  -30.00 -123.71500000000000 -151.51931176421044 151.51931176421044 
     45.00  -25.00 -88.38506173525958 -134.02669978844685 134.02669978844685 
     45.00  -20.00 -57.88762343907126 -112.46175436039378 112.46175436039378 
     45.00  -15.00 -33.14933434161634 -87.47971543449373  87.47971543449373 
     45.00  -10.00 -14.92185483894268 -59.83964962198851  59.83964962198851 
     45.00   -5.00  -3.75901767218936 -30.38138633604295  30.38138633604295 
     45.00    0.00  -0.00000000000000   0.00000000000000  -0.00000000000000 
     45.00    5.00  -6.58690252649695  53.23710816682756 -53.23710816682756 
     45.00   10.00 -26.14747040585370 104.85663374128264 -104.85663374128264 
     45.00   15.00 -58.08736568118093 153.29014355952575 -153.29014355952575 
     45.00   20.00 -101.43611079690470 197.06600993426801 -197.06600993426801 
     45.00   25.00 -154.87657606820716 234.85412531737015 -234.85412531737015 
     45.00   30.00 -216.78500000000003 265.50631694462567 -265.50631694462567 
     45.00   35.00 -285.28032645828978 288.09123348419774 -288.09123348419774 
     45.00   40.00 -358.28135960894895 301.92264367555060 -301.92264367555060 
     45.00   45.00 -433.57000000000016 306.58028711905155 -306.58028711905155 
     45.00   50.00 -508.85864039105104 301.92264367555066 -301.92264367555066 
     45.00   55.00 -581.85967354171032 288.09123348419774 -288.09123348419774 
     45.00   60.00 -650.35500000000002 265.50631694462567 -265.50631694462567 
     45.00   65.00 -712.26342393179289 234.85412531737018 -234.85412531737018 
     45.00   70.00 -765.70388920309540 197.06600993426801 -197.06600993426801 
     45.00   75.00 -809.05263431881917 153.29014355952575 -153.29014355952575 
     45.00   80.00 -840.99252959414639 104.85663374128264 -104.85663374128264 
     45.00   85.00 -860.55309747350316  53.23710816682756 -53.23710816682756 
     45.00   90.00 -867.14000000000010   0.00000000000000  -0.00000000000000 
     50.00  -90.00 -494.86000000000001  -0.00000000000000   0.00000000000000 
