Sail.SunInertial.X        Sail.SunInertial.Y        Sail.SunInertial.Z        
-1800752425.564235        -2864456902.813556        203207637.5725644         
-1808417852.488459        -2877667007.458389        204044244.1046318         
-1816078754.888898        -2890869926.450674        204880335.4577495         
-1823735171.696991        -2904065715.639156        205715916.4607539         
-1831387146.549361        -2917254430.404665        206550991.7008088         
-1839034724.338978        -2930436128.535104        207385565.5711211         
-1846677949.405939        -2943610869.424006        208219642.3900118         
-1854316865.199589        -2956778713.4146          209053226.4432133         
-1861951514.388762        -2969939721.736963        209886321.9755            
-1869581938.680514        -2983093957.576189        210718933.1421701         
-1877208175.367864        -2996241487.207839        211551064.0928209         
-1884830253.854415        -3009382373.52944         212382719.3607336         
-1892448203.550786        -3022516672.018104        213213903.6616064         
-1900062056.487876        -3035644436.78075         214044621.5097229         
-1907671844.488483        -3048765721.819435        214874877.2658645         
-1915277598.574417        -3061880579.978233        215704675.1891298         
-1922879349.553816        -3074989062.470058        216534019.4228307         
-1930477128.911137        -3088091219.282179        217362913.9417635         
-1938070968.915902        -3101187101.049209        218191362.4839967         
-1945660898.714188        -3114276759.983875        219019368.7034357         
-1953246943.110614        -3127360242.846924        219846936.5373342         
-1960829131.133948        -3140437590.575306        220674069.8861148         
-1968407496.243703        -3153508844.888586        221500772.3702196         
-1975982073.280437        -3166574049.237409        222327047.4545312         
-1983552897.561116        -3179633248.260608        223152898.5357697         
-1991120004.778864        -3192686487.702388        223978328.9693692         
-1998683431.064926        -3205733815.041193        224803342.0521457         
-2006243211.791799        -3218775281.380663        225627940.9991651         
-2013799376.311862        -3231810940.587917        226452129.1989357         
-2021351948.788965        -3244840841.118062        227275910.4954517         
-2028900956.001411        -3257865027.733078        228099288.7607913         
-2036446425.746294        -3270883546.442047        228922267.7354312         
-2043988384.361936        -3283896443.976512        229744851.1239157         
-2051526856.418467        -3296903766.617222        230567042.6205528         
-2059061865.18584         -3309905559.640841        231388845.8755779         
-2066593433.283106        -3322901867.736119        232210264.4157679         
-2074121581.521015        -3335892736.729973        233031301.5940995         
-2081646324.257569        -3348878210.91231         233851960.8757889         
-2089167673.776447        -3361858325.5237          234672245.9423544         
-2096685647.435986        -3374833111.178171        235492160.2031221         
-2104200265.617208        -3387802598.133037        236311706.7216191         
-2111711550.252227        -3400766816.08986         237130888.3104155         
-2119219524.988103        -3413725794.01579         237949707.5645771         
-2126724215.715993        -3426679560.671269        238768166.857568          
-2134225650.833029        -3439628146.219892        239586268.3080509         
-2141723858.693409        -3452571584.638562        240404013.8350632         
-2149218862.738128        -3465509909.745626        241221405.569299          
-2156710687.410171        -3478443149.671047        242038445.8577251         
-2164199362.286478        -3491371332.939645        242855136.8658743         
-2171684918.557736        -3504294491.281631        243671480.6346049         
-2179167387.194628        -3517212658.848722        244487479.2019494         
-2186646798.550563        -3530125871.588969        245303134.6483247         
-2194123182.394238        -3543034167.209561        246118449.091254          
-2201596567.61565         -3555937586.270422        246933424.6405656         
-2209066978.597845        -3568836173.255816        247748063.4910851         
-2216534431.75625         -3581729969.947742        248562368.3149648         
-2223998943.407871        -3594619011.525058        249376342.0507755         
-2231460532.098684        -3607503332.528407        250189987.5276039         
-2238919215.686516        -3620382967.908622        251003307.5145533         
-2246375010.708229        -3633257951.805254        251816304.7666941         
-2253827932.948267        -3646128316.890117        252628982.0017493         
-2261277998.355798        -3658994094.583147        253441341.8342381         
-2268725223.204358        -3671855316.749468        254253386.6916292         
-2276169620.258986        -3684712016.373549        255065118.9540977         
-2283611197.918863        -3697564220.328414        255876541.2967792         
-2291049968.998538        -3710411949.150744        256687656.3397679         
-2298485951.007786        -3723255223.585875        257498466.3939488         
-2305919163.344785        -3736094065.516444        258308973.5700595         
-2313349626.607098        -3748928497.51823         259119179.8517599         
-2320777362.65773         -3761758542.923213        259929087.1128926         
-2328202394.80618         -3774584226.633129        260738697.0951419         
-2335624746.642683        -3787405577.213727        261548011.3866217         
-2343044436.774871        -3800222626.113476        262357031.6883733         
-2350461479.853037        -3813035399.690526        263165760.0968096         
-2357875894.237943        -3825843921.325753        263974198.6847157         
-2365287700.196424        -3838648216.455055        264782349.366091          
-2372696917.319535        -3851448312.153678        265590214.0107186         
-2380103564.054241        -3864244236.084464        266397794.488909          
-2387507657.973957        -3877036016.022729        267205092.6572044         
-2394909216.206195        -3889823680.306878        268012110.2973397         
-2402308254.001615        -3902607259.522508        268818849.0847583         
-2409704779.908167        -3915386783.586252        269625310.8924749         
-2417098800.194997        -3928162274.172004        270431497.8909299         
-2424490325.757745        -3940933749.103951        271237412.0623195         
-2431879369.959938        -3953701226.334372        272043055.1318066         
-2439265947.211832        -3966464723.538331        272848428.6557848         
-2446650073.207664        -3979224257.787385        273653534.04585           
-2454031765.55193         -3991979845.970716        274458372.5542867         
-2461411044.117938        -4004731506.353546        275262945.2308199         
-2468787928.536793        -4017479260.933203        276067252.9731598         
-2476162433.493363        -4030223131.324063        276871296.9343088         
-2483534574.8739          -4042963133.412625        277675078.5089087         
-2490904373.77814         -4055699283.558464        278478598.9363635         
-2498271853.009083        -4068431601.351206        279281859.3602817         
-2505637035.283953        -4081160108.859714        280084860.9478805         
-2512999942.84092         -4093884830.053091        280887604.9333799         
-2520360597.455654        -4106605790.804294        281690092.6111114         
-2527719020.097596        -4119323020.024887        282492325.2894368         
-2535075227.194116        -4132036550.689772        283294304.3869519         
-2542429227.262856        -4144746413.082125        284096031.8215783         
-2549781028.825976        -4157452631.07706         284897509.7841392         
-2557130642.529717        -4170155228.072749        285698740.3650064         
-2564478078.212744        -4182854227.896881        286499725.6005564         
-2571823344.294423        -4195549653.508593        287300467.5104513         
-2579166448.369345        -4208241526.264603        288100968.0646451         
-2586507398.175996        -4220929866.061386        288901229.1066973         
-2593846201.808467        -4233614692.976716        289701252.2597411         
-2601182863.939922        -4246296027.804884        290501039.0620627         
-2608517385.286181        -4258973884.746           291300591.2954514         
-2615849771.531173        -4271648271.435895        292099910.6202044         
-2623180033.596021        -4284319195.521269        292898998.3269727         
-2630508184.969787        -4296986665.647692        293697855.4490128         
-2637834241.112033        -4309650691.169141        294496482.8403451         
-2645158219.549005        -4322311282.382996        295294881.2023549         
-2652480140.032426        -4334968451.521506        296093051.0736709         
-2659800023.267117        -4347622215.006724        296890992.8248346         
-2667117885.526945        -4360272592.672266        297688706.9463558         
-2674433739.777675        -4372919599.896817        298486194.3368919         
-2681747603.137813        -4385563249.987775        299283455.8938518         
-2689059494.838111        -4398203559.174675        300080492.3990636         
-2696369433.539943        -4410840546.178847        300877304.6447487         
-2703677436.742239        -4423474231.172327        301673893.4871862         
-2710983520.911481        -4436104635.29197         302470259.8403907         
-2718287701.756738        -4448731781.061919        303266404.6216044         
-2725589992.59562         -4461355693.997524        304062328.7278056         
-2732890399.415354        -4473976399.432763        304858033.3478251         
-2740188925.389413        -4486593914.891099        305653520.0503423         
-2747485577.569304        -4499208254.447742        306448790.2957597         
-2754780364.642943        -4511819432.415849        307243845.3678114         
-2762073295.575751        -4524427462.726808        308038686.4516826         
-2769364379.93296         -4537032358.434505        308833314.6449962         
-2776653628.622187        -4549634131.997333        309627730.9288571         
-2783941054.379938        -4562232796.746454        310421936.109607          
-2791226669.345176        -4574828369.146439        311215930.858871          
-2798510480.588899        -4587420864.504413        312009716.1096313         
-2805792496.565076        -4600010291.791862        312803293.0165534         
-2813072731.088212        -4612596659.948426        313596662.5519695         
-2820351199.930095        -4625179980.593887        314389825.5594981         
-2827627919.173616        -4637760267.338074        315182782.8629866         
-2834902904.922801        -4650337535.296166        315975535.3010683         
-2842176173.399239        -4662911801.204498        316768083.7132423         
-2849447740.634779        -4675483084.692062        317560428.8895414         
-2856717618.700056        -4688051409.376008        318352571.6704905         
-2863985812.48157         -4700616796.124722        319144513.3366303         
-2871252327.64994         -4713179259.687979        319936255.3751884         
-2878517172.550769        -4725738814.759229        320727799.1223063         
-2885780355.193518        -4738295476.910862        321519145.8234973         
-2893041882.548155        -4750849261.374256        322310296.6830113         
-2900301761.011307        -4763400182.353306        323101252.8442082         
-2907559997.238896        -4775948253.175013        323892015.3257937         
-2914816598.202429        -4788493487.903671        324682584.9401879         
-2922071567.262946        -4801035901.705418        325472962.4444163         
-2929324903.767482        -4813575503.378981        326263148.8690431         
-2936576611.954335        -4826112295.508934        327053145.1476986         
-2943826701.101877        -4838646280.905239        327842951.8781009         
-2951075182.934557        -4851177463.475128        328632569.434844          
-2958322071.101711        -4863705847.909828        329421998.0452383         
-2965567381.331263        -4876231439.92849         330211237.814194          
-2972811131.626621        -4888754247.307674        331000288.7129467         
-2980053340.970311        -4901274282.183704        331789150.5754693         
-2987294023.919453        -4913791560.192883        332577823.3936398         
-2994533191.926493        -4926306092.6627          333366307.5974159         
-3001770860.687378        -4938817889.229387        334154603.6434093         
-3009007047.963331        -4951326962.779179        334942711.9108779         
-3016241770.885093        -4963833329.008911        335730632.8304052         
-3023475045.310856        -4976337005.411589        336518366.9395535         
-3030706885.881631        -4988838010.804785        337305914.878984          
-3037937306.198601        -5001336365.756645        338093277.3402081         
-3045166317.029663        -5013832094.143062        338880455.0468163         
-3052393921.295812        -5026325219.753975        339667449.0719082         
-3059620118.701252        -5038815758.647921        340454260.9116144         
-3066844912.225933        -5051303723.503551        341240891.9922783         
-3074068305.820295        -5063789127.031895        342027343.5991738         
-3081290303.127602        -5076271981.152655        342813616.9405143         
-3088510907.920246        -5088752296.333015        343599713.1406908         
-3095730125.001919        -5101230081.736106        344385633.1914248         
-3102947960.879419        -5113705346.61498         345171377.873071          
-3110164421.489452        -5126178102.510592        345956947.7796257         
-3117379508.037427        -5138648358.848271        346742343.7006125         
-3124593223.807202        -5151116118.019052        347527566.5558519         
-3131805578.145875        -5163581381.89386         348312616.9888101         
-3139016583.18175         -5176044154.62431         349097495.4227917         
-3146226252.294753        -5188504442.153454        349882202.1722846         
-3153434599.865181        -5200962251.958735        350666737.4852438         
-3160641641.349765        -5213417593.395225        351451101.5413485         
-3167847392.881266        -5225870479.18989         352235294.4179041         
-3175051867.315212        -5238320926.655416        353019316.2137673         
-3182255071.002208        -5250768950.986424        353803167.4573243         
-3189457011.655034        -5263214562.210548        354586848.8817396         
-3196657699.880271        -5275657771.317343        355370361.0941706         
-3203857145.97871         -5288098591.140283        356153704.6569383         
-3211055359.064137        -5300537035.114912        356936880.1514902         
-3218252347.34079         -5312973116.530701        357719888.1706932         
-3225448118.763032        -5325406848.578472        358502729.2632034         
-3232642680.919414        -5337838245.826328        359285403.8569326         
-3239836036.961718        -5350267324.304499        360067912.4160438         
-3247028185.355638        -5362694093.781731        360850255.759717          
-3254219128.794962        -5375118557.945621        361632434.6754801         
-3261408874.284674        -5387540720.61944         362414449.6781766         
-3268597430.68626         -5399960586.449446        363196301.1123059         
-3275784808.344076        -5412378160.514281        363977989.2154572         
-3282971019.372049        -5424793448.539365        364759514.1324294         
-3290156077.963084        -5437206457.940968        365540875.8949285         
-3297339999.138217        -5449617200.162921        366322074.4130166         
-3304522793.390054        -5462025689.728838        367103109.7713792         
-3311704468.261892        -5474431936.496851        367883982.4957292         
-3318885035.636531        -5486835948.507547        368664693.1342604         
-3326064509.484863        -5499237736.872925        369445242.158041          
-3333242903.221902        -5511637315.333748        370225630.0859478         
-3340420229.088624        -5524034699.282289        371005857.5353467         
-3347596498.214256        -5536429905.32691         371785925.2133763         
-3354771720.78345         -5548822951.760915        372565833.8598471         
-3361945904.17196         -5561213860.133482        373345584.2271214         
-3369119047.945358        -5573602651.722904        374125177.3984005         
-3376291148.665688        -5585989339.995139        374904614.8452411         
-3383462206.222422        -5598373935.075403        375683897.932606          
-3390632221.473277        -5610756447.037333        376463027.8509593         
-3397801195.014469        -5623136885.029809        377242005.6768484         
-3404969127.658642        -5635515256.593808        378020832.3630271         
-3412136021.38974         -5647891567.799708        378799508.6874702         
-3419301880.085764        -5660265824.659299        379578035.1739697         
-3426466707.247323        -5672638035.315746        380356412.1226506         
-3433630501.991704        -5685008205.548004        381134639.9972386         
-3440793266.059216        -5697376334.097905        381912719.3522866         
-3447955007.658336        -5709742419.335951        382690650.4391422         
-3455115738.179182        -5722106462.068407        383468433.2756851         
-3462275470.675997        -5734468465.140837        384246067.7667744         
-3469434219.580006        -5746828433.28169         385023553.7562897         
-3476592000.713503        -5759186373.536303        385800891.0350292         
-3483748830.787719        -5771542296.846455        386578079.3163028         
-3490904723.291988        -5783896219.250732        387355118.3740704         
-3498059685.316815        -5796248155.103417        388132008.4570107         
-3505213725.38674         -5808598114.257313        388908750.0593216         
-3512366854.720001        -5820946108.189957        389685343.6037819         
-3519519083.932871        -5833292150.796428        390461789.5311518         
-3526670422.066753        -5845636257.115166        391238088.3680305         
-3533820876.751204        -5857978442.528995        392014240.7225585         
-3540970454.746793        -5870318722.735205        392790247.2306812         
-3548119161.691026        -5882657115.114087        393566108.4806826         
-3555266997.899205        -5894993638.558057        394341825.1738243         
-3562413958.273617        -5907328305.512876        395117398.4309275         
-3569560041.215087        -5919661122.181886        395892829.3880248         
-3576705248.641616        -5931992094.49478         396668118.9506474         
-3583849583.686402        -5944321228.575573        397443267.8815069         
-3590993050.503588        -5956648530.231864        398218276.8456807         
-3598135654.742486        -5968974005.098934        398993146.4065564         
-3605277404.044984        -5981297659.66947         399767876.9879382         
-3612418306.931322        -5993619503.654196        400542468.8515937         
-3619558367.596283        -6005939548.958729        401316922.3859019         
-3626697587.852115        -6018257802.050101        402091238.3508012         
-3633835974.451965        -6030574267.103792        402865417.4470859         
-3640973536.853669        -6042888950.936986        403639460.2187009         
-3648110284.692621        -6055201862.68629         404413367.1750066         
-3655246227.224555        -6067513013.00913         405187138.8417258         
-3662381373.399023        -6079822413.837981        405960775.7568896         
-3669515731.983654        -6092130079.049399        406734278.4225769         
-3676649309.557232        -6104436026.198341        407507647.3008771         
-3683782105.416842        -6116740272.991978        408280883.1530807         
-3690914116.418365        -6129042829.96705         409053987.1028435         
-3698045342.974236        -6141343705.151298        409826960.1615341         
-3705175786.457309        -6153642907.260307        410599803.1844668         
-3712305447.827311        -6165940444.759542        411372516.9461567         
-3719434327.966447        -6178236325.09428         412145102.1414218         
-3726562428.525403        -6190530554.705437        412917559.3412275         
-3733689752.570207        -6202823140.312557        413689888.9159477         
-3740816302.230173        -6215114090.922553        414462091.0692055         
-3747942074.818706        -6227403413.062465        415234166.2230117         
-3755067070.046917        -6239691106.184033        416006114.9262183         
-3762191293.78145         -6251977169.324462        416777937.4595449         
-3769314754.837593        -6264261603.796629        417549633.9038932         
-3776437463.572           -6276544412.794704        418321204.2551527         
-3783559431.66308         -6288825601.278111        419092648.4724388         
-3790680672.163181        -6301105176.462498        419863966.4837704         
-3797801198.985328        -6313383149.470784        420635158.1614161         
-3804921022.715563        -6325659536.516747        421406223.4662342         
-3812040147.562351        -6337934352.056721        422177162.8608961         
-3819158579.211625        -6350207606.21974         422947977.0708394         
-3826276325.870704        -6362479310.940705        423718666.7765136         
-3833393394.930887        -6374749480.680843        424489232.7063832         
-3840509791.953531        -6387018131.139905        425259675.7042027         
-3847625520.768539        -6399285278.428266        426029996.7235298         
-3854740583.949051        -6411550938.986444        426800196.7712054         
-3861854982.464834        -6423815130.878019        427570276.8282514         
-3868968711.399673        -6436077873.397089        428340238.009613          
-3876081760.062835        -6448339178.919872        429110081.8538985         
-3883194120.929997        -6460599053.178403        429879809.8978124         
-3890305789.6357          -6472857501.027982        430649423.4228845         
-3897416762.860676        -6485114526.754232        431418923.5267491         
-3904527038.350013        -6497370133.510874        432188311.1503496         
-3911636615.601141        -6509624323.476198        432957587.0585446         
-3918745496.561295        -6521877098.966325        433726751.7906995         
-3925853684.639029        -6534128464.928483        434495805.6340823         
-3932961179.617491        -6546378427.954391        435264748.9182267         
-3940067979.891529        -6558626988.873283        436033582.2545681         
-3947174089.718497        -6570874146.287258        436802306.1125522         
-3954279516.872513        -6583119901.610422        437570920.7431774         
-3961384270.091774        -6595364258.895358        438339426.3171563         
-3968488358.436532        -6607607224.201059        439107822.9924397         
-3975591791.23832         -6619848805.486543        439876110.9275527         
-3982694578.066869        -6632089013.398032        440644290.2504363         
-3989796726.494935        -6644327863.060879        441412361.0740862         
-3996898236.866139        -6656565370.437683        442180323.8554158         
-4003999107.147963        -6668801545.115744        442948179.4589334         
-4011099338.600389        -6681036395.050344        443715928.6948047         
-4018198932.971462        -6693269929.581059        444483572.2894979         
-4025297891.016228        -6705502158.360043        445251110.9654288         
-4032396212.72876         -6717733090.441185        446018545.4429946         
-4039493898.115911        -6729962734.131694        446785876.3939471         
-4046590947.800804        -6742191098.108724        447553104.3589635         
-4053687360.621203        -6754418193.20822         448320229.777391          
-4060783129.914933        -6766644027.349815        449087253.3631239         
-4067878250.974112        -6778868600.985769        449854175.9877915         
-4074972724.759418        -6791091913.71601         450620998.278852          
-4082066554.826483        -6803313966.830936        451387720.6801987         
-4089159746.08566         -6815534762.894581        452154343.5552516         
-4096252304.711256        -6827754305.650652        452920867.2252278         
-4103344238.296658        -6839972600.559002        453687291.9662633         
-4110435555.397759        -6852189656.512798        454453617.9779148         
-4117526261.342584        -6864405487.004313        455219845.5267301         
-4124616355.390915        -6876620103.223402        455985975.3508782         
-4131705838.691662        -6888833511.759832        456752008.4039068         
-4138794715.204093        -6901045720.778983        457517945.5491047         
-4145882988.413904        -6913256740.733274        458283787.6498251         
-4152970660.367284        -6925466583.149364        459049535.6319394         
-4160057731.781035        -6937675259.887665        459815190.4758382         
-4167144202.501702        -6949882783.154425        460580753.1596036         
-4174230071.084315        -6962089166.882113        461346224.5833292         
-4181315330.405281        -6974294426.28673         462111605.7397218         
-4188399967.908135        -6986498569.706985        462876898.0029778         
-4195483974.450301        -6998701599.098654        463642102.702405          
-4202567344.115449        -7010903515.716787        464407220.8840742         
-4209650072.105559        -7023104320.337189        465172253.3888168         
-4216732154.773256        -7035304012.664388        465937200.8835831         
-4223813590.329902        -7047502591.469524        466702063.8460259         
-4230894379.56848         -7059700055.709296        467466842.5187545         
-4237974524.856288        -7071896407.035709        468231536.8888855         
-4245054025.063056        -7084091648.703966        468996146.9929166         
-4252132878.026109        -7096285778.245676        469760673.1506186         
-4259211087.696845        -7108478791.234171        470525115.5435648         
-4266288661.697558        -7120670686.28192         471289474.1514235         
-4273365608.781339        -7132861464.885956        472053748.8948412         
-4280441938.166235        -7145051130.851298        472817939.7068353         
-4287517659.437986        -7157239690.23604         473582046.550169          
-4294592782.446754        -7169427152.193197        474346069.3902435         
-4301667314.934377        -7181613530.778875        475110008.2184296         
-4308741257.256574        -7193798841.178425        475873863.4197993         
-4315814607.325417        -7205983092.612822        476637635.8284926         
-4322887366.015977        -7218166293.176833        477401326.2720685         
-4329959534.210737        -7230348452.705502        478164935.5515079         
-4337031111.246761        -7242529581.604384        478928464.5219851         
-4344102095.063205        -7254709689.829986        479691914.0937772         
-4351172482.90851         -7266888786.60011         480455285.1816735         
-4358242271.898149        -7279066881.352751        481218578.6152096         
-4365311456.562571        -7291243985.304678        481981795.1618943         
-4372380025.310973        -7303420106.047911        482744935.8895531         
-4379447968.146767        -7315595243.015017        483508002.0187345         
-4386515280.387324        -7327769394.011286        484270994.5069103         
-4393581959.797301        -7339942557.591066        485033914.0930581         
-4400648005.603912        -7352114732.619708        485796761.3807039         
-4407713418.633369        -7364285918.230512        486559536.8589363         
-4414778201.666368        -7376456114.467669        487322240.8857436         
-4421842359.122618        -7388625324.161499        488084873.6476426         
-4428905892.931973        -7400793554.193083        488847435.3043747         
-4435968799.939899        -7412960808.683485        489609926.3907595         
-4443031079.955238        -7425127087.116885        490372347.5541453         
-4450092736.509457        -7437292390.701061        491134699.2655144         
-4457153773.54868         -7449456723.207024        491896981.9247417         
-4464214194.404142        -7461620089.944776        492659195.9380507         
-4471274001.77808         -7473782497.194065        493421341.7280984         
-4478333198.035147        -7485943952.358904        494183419.6967936         
-4485391784.546435        -7498104465.448074        494945430.1711745         
-4492449757.043182        -7510264048.557188        495707373.5999336         
-4499507105.85033         -7522422707.645097        496469250.8523378         
-4506563824.501211        -7534580443.15814         497231062.7983742         
-4513619909.266808        -7546737255.510143        497992810.0876746         
-4520675356.97534         -7558893145.086609        498754493.23207           
-4527730165.014246        -7571048111.47771         499516112.6350207         
-4534784332.049875        -7583202153.449941        500277668.5707469         
-4541837858.801434        -7595355269.931135        501039161.1302886         
-4548890747.069581        -7607507462.41243         501800590.1940765         
-4555942994.761145        -7619658733.650491        502561955.7336831         
-4562994598.670078        -7631809080.355379        503323258.0269003         
-4570045561.608604        -7643958497.133393        504084497.2276416         
-4577095889.960828        -7656106981.418079        504845673.3050027         
-4584145591.235807        -7668254533.328995        505606786.1828022         
-4591194673.447672        -7680401155.153547        506367835.8083401         
-4598243145.032406        -7692546851.351086        507128822.168426          
-4605291014.728052        -7704691629.457737        507889745.2615104         
-4612338289.11557         -7716835501.916301        508650605.1240535         
-4619384967.353353        -7728978482.177711        509411402.2018752         
-4626431046.263123        -7741120577.741313        510172137.3916211         
-4633476525.536924        -7753261795.097769        510932811.5856595         
-4640521404.703249        -7765402142.473844        511693425.6550241         
-4647565681.572916        -7777541628.608499        512453980.5252471         
-4654609352.369304        -7789680261.684904        513214477.1710162         
-4661652412.427013        -7801818048.977311        513974916.5579729         
-4668694856.7467          -7813954997.744667        514735299.5441566         
-4675736677.517813        -7826091116.659873        515495626.8978825         
-4682777860.769636        -7838226410.189814        516255899.6503234         
-4689818394.324438        -7850360874.190811        517016118.9244123         
-4696858271.485277        -7862494502.460274        517776285.5156212         
-4703897488.31907         -7874627289.05051         518536399.9335456         
-4710936042.845703        -7886759227.902222        519296462.4806995         
-4717973935.29973         -7898890312.92911         520056473.2739859         
-4725011168.565681        -7911020538.823016        520816432.2329984         
-4732047747.868366        -7923149903.115415        521576339.049438          
-4739083676.565305        -7935278407.534592        522336193.3501744         
-4746118953.662377        -7947406051.252075        523095995.1104856         
-4753153581.818491        -7959532829.355269        523855744.3961816         
-4760187567.841536        -7971658739.288113        524615441.0977688         
-4767220919.283774        -7983783781.700514        525375085.051928          
-4774253643.308378        -7995907959.482903        526134676.1309061         
-4781285746.545977        -8008031277.239367        526894214.2636924         
-4788317235.244339        -8020153741.467922        527653699.4086099         
-4795348114.427038        -8032275362.044191        528413131.5092607         
-4802378383.055111        -8044396151.555428        529172510.7049375         
-4809408034.317433        -8056516116.97579         529931837.627974          
-4816437064.069227        -8068635260.395432        530691112.9809279         
-4823465470.131113        -8080753584.289211        531450337.3246942         
-4830493250.069658        -8092871091.304956        532209511.1593876         
-4837520401.187427        -8104987783.317853        532968634.9471369         
-4844546921.264923        -8117103661.222506        533727709.0818462         
-4851572809.39542         -8129218725.758515        534486733.8232455         
-4858598065.065566        -8141332979.766841        535245709.2582421         
-4865622683.309781        -8153446426.641604        536004635.5942531         
-4872646657.850632        -8165559062.994849        536763513.3490357         
-4879669988.270103        -8177670882.733173        537522342.9051104         
-4886692677.637562        -8189781881.89185         538281124.4434137         
-4893714730.241073        -8201892058.49231         539039858.0708079         
-4900736151.106779        -8214001412.082551        539798543.8773899         
-4907756946.029097        -8226109943.819102        540557181.9425597         
-4914777121.535656        -8238217657.475046        541315772.2985806         
-4921796682.44073         -8250324561.353497        542074314.9537239         
-4928815626.688392        -8262430664.352755        542832810.2629452         
-4935833950.656481        -8274535969.259388        543591258.9542603         
-4942851654.217781        -8286640477.928361        544349661.6771808         
-4949868737.656668        -8298744194.063457        545108018.9953856         
-4956885200.101667        -8310847122.10951         545866331.4691429         
-4963901039.583015        -8322949266.307188        546624599.6596475         
-4970916253.621792        -8335050630.436479        547382824.082993          
-4977930839.636466        -8347151218.779358        548141005.1252561         
-4984944792.259224        -8359251037.511578        548899143.0787125         
-4991958099.975049        -8371350088.910275        549657238.5071936         
-4998970753.098186        -8383448367.06873         550415292.0717425         
-5005982747.231417        -8395545864.391277        551173304.1240673         
-5012994080.534901        -8407642573.726182        551931274.7554088         
-5020004752.965027        -8419738487.917328        552689203.8755636         
-5027014766.585892        -8431833599.844011        553447091.2335501         
-5034024126.057403        -8443927903.213611        554204936.4046173         
-5041032838.346485        -8456021394.645771        554962738.7593732         
-5048040908.491615        -8468114074.977088        555720497.632627          
-5055048337.30658         -8480205942.452065        556478212.7338223         
-5062055129.425158        -8492296991.458227        557235883.8800292         
-5069061293.630436        -8504387218.982013        557993510.7398992         
-5076066839.449415        -8516476625.43218         558751092.9592814         
-5083071776.004984        -8528565213.716324        559508630.2521591         
-5090076111.825087        -8540652988.755231        560266122.4242711         
-5097079854.923407        -8552739957.70022         561023569.3484712         
-5104083011.83444         -8564826131.43974         561780970.9252348         
-5111085582.637584        -8576911523.808888        562538327.3026466         
-5118087561.349154        -8588996143.198566        563295639.1684151         
-5125088944.210855        -8601079993.418785        564052907.3215423         
-5132089728.784214        -8613163078.780811        564810132.4670568         
-5139089911.709328        -8625245403.692202        565567315.2923746         
-5146089488.697136        -8637326971.545895        566324456.480247          
-5153088455.311605        -8649407784.337015        567081556.6650853         
-5160086807.893085        -8661487843.327829        567838616.349998          
-5167084542.732232        -8673567151.156693        568595635.8512278         
-5174081651.415154        -8685645710.045918        569352615.5769897         
-5181078124.393427        -8697723514.475986        570109556.1864862         
-5188073958.265833        -8709800555.445442        570866458.1255393         
-5195069153.551378        -8721876825.288445        571623321.5540366         
-5202063712.648386        -8733952317.640385        572380146.4643965         
-5209057639.51347         -8746027027.16551         573136932.7347937         
-5216050939.789499        -8758100949.855085        573893680.1369734         
-5223043620.80044         -8770174084.274288        574650388.3068223         
-5230035689.02487         -8782246433.677292        575407056.7828856         
-5237027144.930732        -8794318002.128113        576163685.3962784         
-5244017988.352936        -8806388788.11142         576920274.3019743         
-5251008223.253685        -8818458789.965961        577676823.5497541         
-5257997854.442866        -8830528008.682623        578433333.1024389         
-5264986885.860355        -8842596446.862234        579189802.9370079         
-5271975320.443861        -8854664107.814962        579946233.0665097         
-5278963160.51586         -8866730995.303528        580702623.5096502         
-5285950407.973799        -8878797114.467306        581458974.2189569         
-5292937061.356014        -8890862473.062038        582215285.1313491         
-5299923112.45188         -8902927075.383619        582971556.5391779         
-5306908554.294669        -8914990917.996822        583727788.9037485         
-5313893384.406698        -8927053996.063784        584483982.4513845         
-5320877602.088221        -8939116305.198071        585240137.2184005         
-5327861207.753971        -8951177840.846266        585996253.1189637         
-5334844203.35622         -8963238598.207211        586752329.9538393         
-5341826592.997231        -8975298572.95236         587508367.3856235         
-5348808382.73687         -8987357763.289158        588264364.8981562         
-5355789576.406222        -8999416171.182255        589020321.962944          
-5362770173.577063        -9011473795.476742        589776238.4392405         
-5369750177.708046        -9023530630.890751        590532114.2917619         
-5376729596.37141         -9035586674.479227        591287949.3387537         
-5383708437.909291        -9047641926.431009        592043743.375844          
-5390686710.333577        -9059696389.187296        592799496.2624469         
-5397664421.155514        -9071750066.999382        593555207.9411573         
-5404641577.472872        -9083802966.191557        594310878.4085941         
-5411618184.964604        -9095855096.709726        595066507.6728859         
-5418594242.870339        -9107906471.24032         595822095.975657          
-5425569744.579687        -9119957096.817678        596577644.0716596         
-5432544685.852954        -9132006975.90621         597333152.7902403         
-5439519063.786428        -9144056111.405689        598088622.8343587         
-5446492874.598542        -9156104506.190075        598844054.8536835         
-5453466113.639557        -9168152161.983212        599599449.4530807         
-5460438776.190896        -9180199078.957649        600354807.1453137         
-5467410858.414026        -9192245256.389385        601110128.2649007         
-5474382356.51751         -9204290694.749973        601865412.9129429         
-5481353262.16834         -9216335393.771782        602620661.2409086         
-5488323566.343645        -9228379345.207109        603375873.5991216         
-5495293266.560054        -9240422537.300293        604131050.0742383         
-5502262364.635649        -9252464959.582317        604886190.4291391         
-5509230864.725856        -9264506602.905125        605641294.2283611         
-5516198773.026134        -9276547459.284311        606396360.8997111         
